AAA,OS,Linux,5.10.63-v7l+,#1459 SMP Wed Oct 6 16:41:57 BST 2021,armv7l
AAA,boottime,09:09 AM 29-Jun-2022
AAA,command,nmon -ft -s 1 -c 300 -TU -g auto -D 
AAA,cpus,4
AAA,date,29-JUN-2022
MEM,T0019,3838.7,3188.0,650.7,100.0,2332.5,1826.4,506.1,100.0,170.4,808.8,319.9,-1.0,52.1,0.0,948.9
MEM,T0020,3838.7,3188.0,650.7,100.0,2332.2,1826.1,506.1,100.0,170.4,808.8,319.9,-1.0,52.1,0.0,949.1
MEM,T0021,3838.7,3188.0,650.7,100.0,2331.9,1825.9,506.1,100.0,170.4,808.8,319.9,-1.0,52.1,0.0,949.3
MEM,T0022,3838.7,3188.0,650.7,100.0,2345.5,1839.4,506.1,100.0,156.3,794.8,319.9,-1.0,52.1,0.0,949.7
MEM,T0023,3838.7,3188.0,650.7,100.0,2345.8,1839.8,506.1,100.0,155.9,794.3,319.9,-1.0,52.1,0.0,950.3
MEM,T0024,3838.7,3188.0,650.7,100.0,2345.5,1839.4,506.1,100.0,155.9,794.4,319.9,-1.0,52.2,0.0,950.5
MEM,T0025,3838.7,3188.0,650.7,100.0,2345.0,1838.9,506.1,100.0,155.9,794.4,319.9,-1.0,52.2,0.0,950.9
MEM,T0026,3838.7,3188.0,650.7,100.0,2345.0,1838.9,506.1,100.0,155.3,793.8,319.9,-1.0,52.2,0.0,951.3
MEM,T0027,3838.7,3188.0,650.7,100.0,2344.5,1838.4,506.1,100.0,155.3,793.8,319.9,-1.0,52.2,0.0,951.7
MEM,T0028,3838.7,3188.0,650.7,100.0,2344.0,1837.9,506.1,100.0,156.2,794.7,319.9,-1.0,52.2,0.0,952.2
MEM,T0029,3838.7,3188.0,650.7,100.0,2347.9,1841.9,506.1,100.0,155.4,793.8,319.9,-1.0,52.2,0.0,949.2
MEM,T0030,3838.7,3188.0,650.7,100.0,2344.2,1838.1,506.1,100.0,155.4,793.8,319.9,-1.0,52.2,0.0,952.0
MEM,T0031,3838.7,3188.0,650.7,100.0,2343.5,1837.4,506.1,100.0,156.1,794.6,319.9,-1.0,52.2,0.0,952.0
MEM,T0032,3838.7,3188.0,650.7,100.0,2344.5,1838.4,506.0,100.0,154.9,793.3,319.9,-1.0,52.2,0.0,951.7
MEM,T0033,3838.7,3188.0,650.7,100.0,2345.2,1839.2,506.0,100.0,154.9,793.3,319.9,-1.0,52.2,0.0,951.9
MEM,T0034,3838.7,3188.0,650.7,100.0,2345.6,1839.7,506.0,100.0,154.0,792.4,319.9,-1.0,52.2,0.0,952.0
MEM,T0035,3838.7,3188.0,650.7,100.0,2345.4,1839.4,506.0,100.0,154.9,793.4,319.9,-1.0,52.2,0.0,952.3
MEM,T0036,3838.7,3188.0,650.7,100.0,2345.2,1839.2,506.0,100.0,154.9,793.4,319.9,-1.0,52.2,0.0,952.6
MEM,T0037,3838.7,3188.0,650.7,100.0,2344.9,1838.9,506.0,100.0,154.9,793.4,319.9,-1.0,52.2,0.0,952.8
MEM,T0038,3838.7,3188.0,650.7,100.0,2344.5,1838.4,506.0,100.0,154.9,793.3,319.9,-1.0,52.2,0.0,953.2
MEM,T0039,3838.7,3188.0,650.7,100.0,2344.0,1837.9,506.0,100.0,154.9,793.3,319.9,-1.0,52.2,0.0,953.7
MEM,T0040,3838.7,3188.0,650.7,100.0,2343.2,1837.2,506.0,100.0,154.8,793.3,319.9,-1.0,52.2,0.0,954.2
MEM,T0041,3838.7,3188.0,650.7,100.0,2342.7,1836.7,506.0,100.0,154.9,793.4,319.9,-1.0,52.2,0.0,954.6
MEM,T0042,3838.7,3188.0,650.7,100.0,2345.7,1839.7,506.0,100.0,154.9,793.4,319.9,-1.0,52.2,0.0,951.5
MEM,T0043,3838.7,3188.0,650.7,100.0,2329.2,1823.2,506.0,100.0,154.7,793.2,319.9,-1.0,52.2,0.0,967.9
MEM,T0044,3838.7,3188.0,650.7,100.0,2344.9,1838.9,506.0,100.0,155.5,794.0,319.9,-1.0,52.2,0.0,952.2
MEM,T0045,3838.7,3188.0,650.7,100.0,2319.3,1813.3,506.0,100.0,171.2,810.1,319.9,-1.0,52.2,0.0,963.3
MEM,T0046,3838.7,3188.0,650.7,100.0,2316.9,1811.0,506.0,100.0,177.4,816.3,319.9,-1.0,52.2,0.0,963.3
MEM,T0047,3838.7,3188.0,650.7,100.0,2317.1,1811.1,506.0,100.0,176.1,815.1,319.9,-1.0,52.2,0.0,962.8
MEM,T0048,3838.7,3188.0,650.7,100.0,2329.1,1823.1,506.0,100.0,163.4,802.3,319.9,-1.0,52.2,0.0,959.6
MEM,T0049,3838.7,3188.0,650.7,100.0,2329.1,1823.2,506.0,100.0,163.3,802.3,320.0,-1.0,52.2,0.0,959.6
MEM,T0050,3838.7,3188.0,650.7,100.0,2331.2,1825.2,506.0,100.0,161.4,800.3,320.0,-1.0,52.2,0.0,959.8
MEM,T0051,3838.7,3188.0,650.7,100.0,2328.1,1822.1,506.0,100.0,163.9,802.8,320.0,-1.0,52.2,0.0,959.8
MEM,T0052,3838.7,3188.0,650.7,100.0,2328.9,1822.9,506.0,100.0,163.8,802.8,320.0,-1.0,52.2,0.0,959.8
MEM,T0053,3838.7,3188.0,650.7,100.0,2324.9,1819.0,506.0,100.0,169.4,808.4,320.0,-1.0,52.2,0.0,963.0
MEM,T0054,3838.7,3188.0,650.7,100.0,2328.9,1822.9,506.0,100.0,164.9,803.9,320.0,-1.0,52.2,0.0,962.9
MEM,T0055,3838.7,3188.0,650.7,100.0,2328.9,1822.9,506.0,100.0,165.0,803.9,320.0,-1.0,52.2,0.0,962.8
MEM,T0056,3838.7,3188.0,650.7,100.0,2331.1,1825.1,506.0,100.0,161.9,800.8,320.0,-1.0,52.2,0.0,959.8
MEM,T0057,3838.7,3188.0,650.7,100.0,2330.9,1824.9,506.0,100.0,162.2,801.2,320.0,-1.0,52.2,0.0,959.7
MEM,T0058,3838.7,3188.0,650.7,100.0,2331.9,1825.9,506.0,100.0,161.3,800.3,320.0,-1.0,52.2,0.0,959.7
MEM,T0059,3838.7,3188.0,650.7,100.0,2333.7,1827.8,506.0,100.0,159.3,798.3,320.0,-1.0,52.2,0.0,959.7
MEM,T0060,3838.7,3188.0,650.7,100.0,2333.8,1827.8,506.0,100.0,159.2,798.2,320.0,-1.0,52.2,0.0,959.7
MEM,T0061,3838.7,3188.0,650.7,100.0,2319.8,1813.8,506.0,100.0,171.9,811.5,320.0,-1.0,52.2,0.0,960.4
MEM,T0062,3838.7,3188.0,650.7,100.0,2319.8,1813.8,506.0,100.0,171.9,811.5,320.0,-1.0,52.2,0.0,960.4
MEM,T0063,3838.7,3188.0,650.7,100.0,2323.2,1817.3,505.9,100.0,167.9,807.5,320.0,-1.0,52.2,0.0,960.4
MEM,T0064,3838.7,3188.0,650.7,100.0,2329.8,1823.9,505.9,100.0,162.6,802.2,320.0,-1.0,52.2,0.0,960.4
MEM,T0065,3838.7,3188.0,650.7,100.0,2329.5,1823.7,505.8,100.0,162.7,802.4,320.0,-1.0,52.2,0.0,960.4
MEM,T0066,3838.7,3188.0,650.7,100.0,2329.5,1823.7,505.9,100.0,162.7,802.4,320.0,-1.0,52.2,0.0,960.4
MEM,T0067,3838.7,3188.0,650.7,100.0,2330.4,1824.6,505.9,100.0,162.9,802.5,320.0,-1.0,52.2,0.0,960.4
MEM,T0068,3838.7,3188.0,650.7,100.0,2330.2,1824.4,505.8,100.0,162.5,802.2,320.0,-1.0,52.2,0.0,960.4
MEM,T0069,3838.7,3188.0,650.7,100.0,2331.3,1825.5,505.8,100.0,160.9,800.6,320.0,-1.0,52.2,0.0,960.4
MEM,T0070,3838.7,3188.0,650.7,100.0,2330.4,1824.6,505.8,100.0,163.4,803.1,320.0,-1.0,52.2,0.0,960.5
MEM,T0071,3838.7,3188.0,650.7,100.0,2305.9,1800.0,505.9,100.0,188.6,828.2,320.0,-1.0,52.2,0.0,970.5
MEM,T0072,3838.7,3188.0,650.7,100.0,2305.6,1799.7,505.8,100.0,186.4,826.1,320.0,-1.0,52.2,0.0,967.8
MEM,T0073,3838.7,3188.0,650.7,100.0,2309.5,1803.7,505.8,100.0,182.1,821.7,320.0,-1.0,52.3,0.0,967.0
MEM,T0074,3838.7,3188.0,650.7,100.0,2306.3,1800.5,505.8,100.0,185.9,825.6,320.0,-1.0,52.3,0.0,970.0
MEM,T0075,3838.7,3188.0,650.7,100.0,2308.0,1802.2,505.8,100.0,183.9,823.6,320.0,-1.0,52.3,0.0,966.8
MEM,T0076,3838.7,3188.0,650.7,100.0,2311.2,1805.4,505.8,100.0,181.0,820.7,320.0,-1.0,52.3,0.0,963.8
MEM,T0077,3838.7,3188.0,650.7,100.0,2322.3,1816.5,505.8,100.0,169.8,809.4,320.1,-1.0,52.3,0.0,960.6
MEM,T0078,3838.7,3188.0,650.7,100.0,2328.4,1822.6,505.8,100.0,163.8,803.5,320.1,-1.0,52.3,0.0,960.6
MEM,T0079,3838.7,3188.0,650.7,100.0,2328.5,1822.7,505.8,100.0,163.9,803.6,320.1,-1.0,52.3,0.0,960.6
MEM,T0080,3838.7,3188.0,650.7,100.0,2329.2,1823.4,505.8,100.0,163.0,802.7,320.1,-1.0,52.3,0.0,960.6
MEM,T0081,3838.7,3188.0,650.7,100.0,2329.2,1823.4,505.8,100.0,163.1,802.8,320.1,-1.0,52.3,0.0,960.7
MEM,T0082,3838.7,3188.0,650.7,100.0,2329.2,1823.4,505.8,100.0,163.1,802.8,320.1,-1.0,52.3,0.0,960.8
MEM,T0083,3838.7,3188.0,650.7,100.0,2329.5,1823.7,505.8,100.0,162.7,802.4,320.1,-1.0,52.3,0.0,960.8
MEM,T0084,3838.7,3188.0,650.7,100.0,2329.5,1823.7,505.8,100.0,162.7,802.4,320.1,-1.0,52.3,0.0,960.8
MEM,T0085,3838.7,3188.0,650.7,100.0,2327.2,1821.4,505.8,100.0,164.5,804.8,320.7,-1.0,52.3,0.0,960.9
MEM,T0086,3838.7,3188.0,650.7,100.0,2327.2,1821.4,505.8,100.0,164.5,804.8,320.7,-1.0,52.3,0.0,960.9
MEM,T0087,3838.7,3188.0,650.7,100.0,2320.4,1814.6,505.8,100.0,170.9,811.3,320.7,-1.0,52.3,0.0,964.8
MEM,T0088,3838.7,3188.0,650.7,100.0,2321.1,1815.3,505.8,100.0,170.3,810.6,320.7,-1.0,52.3,0.0,964.1
MEM,T0089,3838.7,3188.0,650.7,100.0,2322.5,1816.8,505.8,100.0,168.8,809.2,320.7,-1.0,52.3,0.0,964.1
MEM,T0090,3838.7,3188.0,650.7,100.0,2326.3,1820.6,505.7,100.0,163.1,803.5,320.7,-1.0,52.3,0.0,961.2
MEM,T0091,3838.7,3188.0,650.7,100.0,2326.2,1820.5,505.8,100.0,163.0,803.4,320.7,-1.0,52.3,0.0,961.2
MEM,T0092,3838.7,3188.0,650.7,100.0,2329.9,1824.1,505.7,100.0,159.5,799.8,320.7,-1.0,52.3,0.0,961.4
MEM,T0093,3838.7,3188.0,650.7,100.0,2329.9,1824.1,505.7,100.0,160.2,800.5,320.7,-1.0,52.3,0.0,961.3
MEM,T0094,3838.7,3188.0,650.7,100.0,2330.1,1824.4,505.7,100.0,160.2,800.6,320.7,-1.0,52.3,0.0,961.2
MEM,T0095,3838.7,3188.0,650.7,100.0,2330.2,1824.4,505.8,100.0,159.6,800.0,320.7,-1.0,52.3,0.0,961.1
MEM,T0096,3838.7,3188.0,650.7,100.0,2314.7,1808.9,505.8,100.0,177.7,818.1,320.7,-1.0,52.3,0.0,965.8
MEM,T0097,3838.7,3188.0,650.7,100.0,2315.5,1809.8,505.8,100.0,175.9,816.2,320.7,-1.0,52.3,0.0,963.9
MEM,T0098,3838.7,3188.0,650.7,100.0,2312.5,1806.7,505.8,100.0,179.6,820.0,320.7,-1.0,52.3,0.0,967.4
MEM,T0099,3838.7,3188.0,650.7,100.0,2323.3,1817.5,505.8,100.0,168.8,809.2,320.7,-1.0,52.3,0.0,964.2
MEM,T0100,3838.7,3188.0,650.7,100.0,2320.1,1814.3,505.8,100.0,172.0,812.4,320.7,-1.0,52.3,0.0,967.3
MEM,T0101,3838.7,3188.0,650.7,100.0,2313.6,1807.9,505.7,100.0,175.9,816.3,320.7,-1.0,52.3,0.0,972.8
MEM,T0102,3838.7,3188.0,650.7,100.0,2289.9,1784.3,505.7,100.0,195.0,835.4,320.7,-1.0,52.3,0.0,981.3
MEM,T0103,3838.7,3188.0,650.7,100.0,2291.4,1785.7,505.7,100.0,194.0,834.4,320.7,-1.0,52.4,0.0,978.5
MEM,T0104,3838.7,3188.0,650.7,100.0,2291.2,1785.4,505.9,100.0,194.7,835.2,320.8,-1.0,52.4,0.0,978.9
MEM,T0105,3838.7,3188.0,650.7,100.0,2294.0,1788.2,505.8,100.0,191.7,832.1,320.8,-1.0,52.4,0.0,974.4
MEM,T0106,3838.7,3188.0,650.7,100.0,2296.7,1790.9,505.8,100.0,190.6,831.0,320.8,-1.0,52.4,0.0,974.0
MEM,T0107,3838.7,3188.0,650.7,100.0,2287.6,1782.0,505.6,100.0,196.0,836.4,320.8,-1.0,52.4,0.0,984.2
MEM,T0108,3838.7,3188.0,650.7,100.0,2287.5,1781.8,505.7,100.0,194.4,834.9,320.8,-1.0,52.4,0.0,983.4
MEM,T0109,3838.7,3188.0,650.7,100.0,2292.7,1787.0,505.7,100.0,190.4,830.8,320.9,-1.0,52.5,0.0,978.8
MEM,T0110,3838.7,3188.0,650.7,100.0,2299.6,1793.9,505.7,100.0,182.7,823.2,320.9,-1.0,52.5,0.0,976.6
MEM,T0111,3838.7,3188.0,650.7,100.0,2306.5,1800.8,505.7,100.0,176.1,816.5,320.9,-1.0,52.5,0.0,973.6
MEM,T0112,3838.7,3188.0,650.7,100.0,2307.2,1801.5,505.7,100.0,176.2,816.6,320.9,-1.0,52.5,0.0,976.1
MEM,T0113,3838.7,3188.0,650.7,100.0,2307.6,1802.0,505.6,100.0,177.8,818.2,320.9,-1.0,52.5,0.0,975.9
MEM,T0114,3838.7,3188.0,650.7,100.0,2311.8,1806.1,505.7,100.0,172.8,813.2,320.9,-1.0,52.5,0.0,975.4
MEM,T0115,3838.7,3188.0,650.7,100.0,2312.8,1807.2,505.6,100.0,171.6,812.0,320.9,-1.0,52.5,0.0,975.1
MEM,T0116,3838.7,3188.0,650.7,100.0,2312.8,1807.2,505.6,100.0,171.6,812.0,320.9,-1.0,52.5,0.0,975.1
MEM,T0117,3838.7,3188.0,650.7,100.0,2324.9,1819.2,505.7,100.0,164.0,804.4,320.9,-1.0,52.5,0.0,961.5
MEM,T0118,3838.7,3188.0,650.7,100.0,2330.8,1825.1,505.6,100.0,164.0,804.4,320.9,-1.0,52.5,0.0,955.7
MEM,T0119,3838.7,3188.0,650.7,100.0,2329.5,1823.9,505.7,100.0,166.6,807.1,320.9,-1.0,52.5,0.0,959.5
MEM,T0120,3838.7,3188.0,650.7,100.0,2329.6,1823.9,505.7,100.0,166.9,807.3,320.9,-1.0,52.5,0.0,959.6
MEM,T0121,3838.7,3188.0,650.7,100.0,2327.4,1821.7,505.7,100.0,170.2,810.6,320.9,-1.0,52.5,0.0,962.2
MEM,T0122,3838.7,3188.0,650.7,100.0,2303.8,1798.1,505.7,100.0,188.8,829.3,320.9,-1.0,52.6,0.0,973.7
MEM,T0123,3838.7,3188.0,650.7,100.0,2306.4,1800.8,505.6,100.0,184.0,824.6,321.0,-1.0,52.6,0.0,969.6
MEM,T0124,3838.7,3188.0,650.7,100.0,2306.7,1801.0,505.6,100.0,183.5,824.0,321.0,-1.0,52.6,0.0,969.0
MEM,T0125,3838.7,3188.0,650.7,100.0,2312.0,1806.4,505.6,100.0,178.9,819.4,321.0,-1.0,52.6,0.0,967.9
MEM,T0126,3838.7,3188.0,650.7,100.0,2311.0,1805.4,505.6,100.0,181.2,821.8,321.0,-1.0,52.6,0.0,971.8
MEM,T0127,3838.7,3188.0,650.7,100.0,2311.7,1806.2,505.5,100.0,178.4,819.0,321.0,-1.0,52.6,0.0,969.4
MEM,T0128,3838.7,3188.0,650.7,100.0,2312.7,1807.2,505.5,100.0,178.0,818.5,321.0,-1.0,52.6,0.0,968.6
MEM,T0129,3838.7,3188.0,650.7,100.0,2310.9,1805.4,505.4,100.0,179.7,820.4,321.0,-1.0,52.6,0.0,970.2
MEM,T0130,3838.7,3188.0,650.7,100.0,2323.0,1817.6,505.4,100.0,173.0,813.7,321.1,-1.0,52.6,0.0,963.4
MEM,T0131,3838.7,3188.0,650.7,100.0,2303.2,1797.8,505.4,100.0,188.3,829.1,321.1,-1.0,52.7,0.0,979.4
MEM,T0132,3838.7,3188.0,650.7,100.0,2294.1,1788.7,505.4,100.0,192.8,833.9,321.1,-1.0,52.8,0.0,984.2
MEM,T0133,3838.7,3188.0,650.7,100.0,2284.4,1778.9,505.4,100.0,197.5,838.7,321.2,-1.0,52.8,0.0,988.1
MEM,T0134,3838.7,3188.0,650.7,100.0,2290.3,1784.8,505.5,100.0,192.6,833.8,321.2,-1.0,52.8,0.0,986.0
MEM,T0135,3838.7,3188.0,650.7,100.0,2292.3,1787.0,505.3,100.0,191.2,832.4,321.2,-1.0,52.8,0.0,985.4
MEM,T0136,3838.7,3188.0,650.7,100.0,2294.1,1788.7,505.4,100.0,190.3,831.5,321.2,-1.0,52.8,0.0,984.2
MEM,T0137,3838.7,3188.0,650.7,100.0,2295.3,1789.9,505.4,100.0,189.1,830.3,321.2,-1.0,52.8,0.0,982.8
MEM,T0138,3838.7,3188.0,650.7,100.0,2298.8,1793.4,505.5,100.0,187.6,828.8,321.2,-1.0,52.8,0.0,980.7
MEM,T0139,3838.7,3188.0,650.7,100.0,2308.8,1803.3,505.4,100.0,177.9,819.2,321.2,-1.0,52.8,0.0,974.9
MEM,T0140,3838.7,3188.0,650.7,100.0,2309.0,1803.6,505.4,100.0,176.3,817.6,321.2,-1.0,52.8,0.0,975.0
MEM,T0141,3838.7,3188.0,650.7,100.0,2306.4,1801.0,505.4,100.0,179.0,820.3,321.2,-1.0,52.8,0.0,979.1
MEM,T0142,3838.7,3188.0,650.7,100.0,2308.6,1803.2,505.4,100.0,177.0,818.3,321.2,-1.0,52.8,0.0,978.5
MEM,T0143,3838.7,3188.0,650.7,100.0,2306.4,1801.0,505.4,100.0,177.9,819.2,321.2,-1.0,52.8,0.0,981.9
MEM,T0144,3838.7,3188.0,650.7,100.0,2306.9,1801.5,505.4,100.0,177.3,818.6,321.2,-1.0,52.8,0.0,981.8
MEM,T0145,3838.7,3188.0,650.7,100.0,2293.6,1788.2,505.4,100.0,190.3,831.8,321.2,-1.0,52.8,0.0,988.2
MEM,T0146,3838.7,3188.0,650.7,100.0,2295.2,1789.8,505.4,100.0,184.5,826.1,321.3,-1.0,52.9,0.0,983.4
MEM,T0147,3838.7,3188.0,650.7,100.0,2298.9,1793.6,505.3,100.0,180.8,822.4,321.3,-1.0,52.9,0.0,979.6
MEM,T0148,3838.7,3188.0,650.7,100.0,2299.3,1794.1,505.2,100.0,180.3,821.9,321.4,-1.0,52.9,0.0,979.2
MEM,T0149,3838.7,3188.0,650.7,100.0,2303.3,1798.1,505.3,100.0,175.4,816.9,321.4,-1.0,52.9,0.0,980.7
MEM,T0150,3838.7,3188.0,650.7,100.0,2305.5,1800.3,505.2,100.0,173.7,815.3,321.4,-1.0,52.9,0.0,979.6
MEM,T0151,3838.7,3188.0,650.7,100.0,2310.7,1805.5,505.3,100.0,170.3,811.9,321.4,-1.0,52.9,0.0,975.0
MEM,T0152,3838.7,3188.0,650.7,100.0,2315.2,1810.1,505.1,100.0,165.6,807.2,321.4,-1.0,52.9,0.0,971.8
MEM,T0153,3838.7,3188.0,650.7,100.0,2316.8,1811.7,505.1,100.0,163.3,805.0,321.4,-1.0,52.9,0.0,971.7
MEM,T0154,3838.7,3188.0,650.7,100.0,2329.9,1824.9,505.1,100.0,161.6,803.3,321.4,-1.0,52.9,0.0,959.7
MEM,T0155,3838.7,3188.0,650.7,100.0,2321.0,1816.0,505.0,100.0,172.5,814.1,321.4,-1.0,53.0,0.0,966.5
MEM,T0156,3838.7,3188.0,650.7,100.0,2300.0,1795.1,504.9,100.0,191.8,833.5,321.4,-1.0,53.0,0.0,967.5
MEM,T0157,3838.7,3188.0,650.7,100.0,2304.4,1799.5,504.9,100.0,187.3,829.0,321.4,-1.0,53.0,0.0,962.4
MEM,T0158,3838.7,3188.0,650.7,100.0,2304.5,1799.5,504.9,100.0,186.6,828.3,321.4,-1.0,53.0,0.0,959.4
MEM,T0159,3838.7,3188.0,650.7,100.0,2317.5,1812.6,505.0,100.0,173.1,814.8,321.4,-1.0,53.0,0.0,959.3
MEM,T0160,3838.7,3188.0,650.7,100.0,2321.2,1816.2,505.0,100.0,169.6,811.2,321.5,-1.0,53.0,0.0,959.3
MEM,T0161,3838.7,3188.0,650.7,100.0,2323.7,1818.7,505.0,100.0,167.3,808.9,321.5,-1.0,53.0,0.0,959.3
MEM,T0162,3838.7,3188.0,650.7,100.0,2324.7,1819.7,505.0,100.0,168.0,809.7,321.5,-1.0,53.0,0.0,959.3
MEM,T0163,3838.7,3188.0,650.7,100.0,2324.7,1819.7,505.0,100.0,167.1,808.7,321.5,-1.0,53.0,0.0,959.3
MEM,T0164,3838.7,3188.0,650.7,100.0,2318.3,1813.3,505.0,100.0,174.4,816.1,321.5,-1.0,53.0,0.0,959.3
MEM,T0165,3838.7,3188.0,650.7,100.0,2317.1,1812.1,505.0,100.0,175.7,817.4,321.5,-1.0,53.0,0.0,959.3
MEM,T0166,3838.7,3188.0,650.7,100.0,2316.8,1811.7,505.0,100.0,174.8,816.5,321.5,-1.0,53.0,0.0,959.3
MEM,T0167,3838.7,3188.0,650.7,100.0,2297.1,1792.2,504.9,100.0,189.2,830.9,321.5,-1.0,53.0,0.0,964.9
MEM,T0168,3838.7,3188.0,650.7,100.0,2299.3,1794.4,504.9,100.0,186.9,828.6,321.5,-1.0,53.0,0.0,965.2
MEM,T0169,3838.7,3188.0,650.7,100.0,2300.3,1795.5,504.9,100.0,186.2,827.9,322.2,-1.0,53.0,0.0,965.5
MEM,T0170,3838.7,3188.0,650.7,100.0,2308.8,1804.0,504.9,100.0,177.6,819.3,322.3,-1.0,53.0,0.0,965.5
MEM,T0171,3838.7,3188.0,650.7,100.0,2311.3,1806.4,504.8,100.0,175.2,816.9,322.3,-1.0,53.0,0.0,965.5
MEM,T0172,3838.7,3188.0,650.7,100.0,2310.7,1805.9,504.8,100.0,175.8,817.5,322.7,-1.0,53.0,0.0,965.1
MEM,T0173,3838.7,3188.0,650.7,100.0,2310.5,1805.7,504.8,100.0,176.0,817.7,322.7,-1.0,53.0,0.0,964.8
MEM,T0174,3838.7,3188.0,650.7,100.0,2310.5,1805.7,504.8,100.0,176.0,817.7,322.7,-1.0,53.0,0.0,964.8
MEM,T0175,3838.7,3188.0,650.7,100.0,2310.5,1805.7,504.8,100.0,176.0,817.7,322.7,-1.0,53.0,0.0,964.8
MEM,T0176,3838.7,3188.0,650.7,100.0,2310.5,1805.7,504.8,100.0,175.7,817.4,322.7,-1.0,53.0,0.0,964.8
MEM,T0177,3838.7,3188.0,650.7,100.0,2310.5,1805.7,504.8,100.0,175.7,817.4,322.7,-1.0,53.0,0.0,964.8
MEM,T0178,3838.7,3188.0,650.7,100.0,2309.5,1804.6,504.9,100.0,181.5,823.2,322.7,-1.0,53.0,0.0,958.2
MEM,T0179,3838.7,3188.0,650.7,100.0,2307.1,1802.2,504.8,100.0,184.1,825.8,322.7,-1.0,53.0,0.0,958.2
MEM,T0180,3838.7,3188.0,650.7,100.0,2308.3,1803.5,504.9,100.0,182.8,824.5,322.7,-1.0,53.0,0.0,958.2
MEM,T0181,3838.7,3188.0,650.7,100.0,2308.3,1803.5,504.9,100.0,182.8,824.5,322.7,-1.0,53.0,0.0,958.2
MEM,T0182,3838.7,3188.0,650.7,100.0,2323.3,1818.5,504.8,100.0,167.9,809.6,322.7,-1.0,53.0,0.0,958.2
MEM,T0183,3838.7,3188.0,650.7,100.0,2324.8,1819.9,504.9,100.0,166.6,808.3,322.7,-1.0,53.0,0.0,958.2
MEM,T0184,3838.7,3188.0,650.7,100.0,2324.8,1820.0,504.8,100.0,166.4,808.1,322.7,-1.0,53.0,0.0,958.2
MEM,T0185,3838.7,3188.0,650.7,100.0,2324.3,1819.5,504.8,100.0,166.4,808.1,322.7,-1.0,53.0,0.0,958.3
MEM,T0186,3838.7,3188.0,650.7,100.0,2324.6,1819.7,504.8,100.0,166.4,808.1,322.7,-1.0,53.1,0.0,958.2
MEM,T0187,3838.7,3188.0,650.7,100.0,2322.1,1817.3,504.8,100.0,169.4,811.1,322.7,-1.0,53.1,0.0,958.3
MEM,T0188,3838.7,3188.0,650.7,100.0,2314.0,1809.1,504.8,100.0,177.6,819.3,322.7,-1.0,53.1,0.0,958.4
MEM,T0189,3838.7,3188.0,650.7,100.0,2314.7,1809.9,504.8,100.0,176.7,818.5,322.7,-1.0,53.1,0.0,958.4
MEM,T0190,3838.7,3188.0,650.7,100.0,2314.3,1809.4,504.9,100.0,177.1,818.9,322.7,-1.0,53.1,0.0,958.4
MEM,T0191,3838.7,3188.0,650.7,100.0,2317.7,1812.8,504.8,100.0,172.5,814.3,322.7,-1.0,53.1,0.0,958.4
MEM,T0192,3838.7,3188.0,650.7,100.0,2323.9,1819.0,504.9,100.0,167.2,809.0,322.7,-1.0,53.1,0.0,958.2
MEM,T0193,3838.7,3188.0,650.7,100.0,2322.4,1817.5,504.9,100.0,169.7,811.4,322.7,-1.0,53.1,0.0,958.2
MEM,T0194,3838.7,3188.0,650.7,100.0,2322.4,1817.5,504.9,100.0,169.7,811.5,322.7,-1.0,53.1,0.0,958.2
MEM,T0195,3838.7,3188.0,650.7,100.0,2322.4,1817.5,504.9,100.0,170.3,812.1,322.7,-1.0,53.1,0.0,958.2
MEM,T0196,3838.7,3188.0,650.7,100.0,2322.4,1817.5,504.9,100.0,170.3,812.1,322.7,-1.0,53.1,0.0,958.2
MEM,T0197,3838.7,3188.0,650.7,100.0,2326.6,1821.7,504.9,100.0,166.2,807.9,322.7,-1.0,53.1,0.0,958.2
MEM,T0198,3838.7,3188.0,650.7,100.0,2326.7,1821.8,504.9,100.0,167.2,809.0,322.7,-1.0,53.1,0.0,958.2
MEM,T0199,3838.7,3188.0,650.7,100.0,2326.8,1821.9,504.9,100.0,167.3,809.1,322.7,-1.0,53.1,0.0,958.2
MEM,T0200,3838.7,3188.0,650.7,100.0,2326.8,1821.9,504.9,100.0,167.3,809.1,322.7,-1.0,53.1,0.0,958.2
MEM,T0201,3838.7,3188.0,650.7,100.0,2315.8,1810.9,504.9,100.0,178.2,819.9,322.7,-1.0,53.1,0.0,958.2
MEM,T0202,3838.7,3188.0,650.7,100.0,2314.8,1809.9,504.9,100.0,178.3,820.1,322.7,-1.0,53.1,0.0,958.2
MEM,T0203,3838.7,3188.0,650.7,100.0,2310.6,1805.7,504.9,100.0,182.3,824.1,322.7,-1.0,53.1,0.0,958.2
MEM,T0204,3838.7,3188.0,650.7,100.0,2310.6,1805.7,504.9,100.0,182.5,824.3,322.7,-1.0,53.1,0.0,958.2
MEM,T0205,3838.7,3188.0,650.7,100.0,2310.1,1805.2,504.9,100.0,182.5,824.3,322.8,-1.0,53.1,0.0,958.2
MEM,T0206,3838.7,3188.0,650.7,100.0,2323.6,1818.7,504.9,100.0,168.1,809.9,322.8,-1.0,53.1,0.0,958.6
MEM,T0207,3838.7,3188.0,650.7,100.0,2324.4,1819.5,504.9,100.0,168.7,810.5,322.8,-1.0,53.1,0.0,958.7
